symbol,beta,52wk-change,52wk-change-sp500,52wk-high,52wk-low,50day-moving-avg,200day-moving-avg,avg-vol-3month,avg-vol-10day,shares-outstanding,float,insider-pct,institutional-pct,shares-short,short-ratio,short-pct-float,short-pct-shares-outstanding,shares-short,forward-annual-div,forward-div,trailing-div,trailing-annual-div,5yr-avg-div-yield,payout-ratio,div-date,xdiv-date,last-split-factor,last-split-date,fiscal-year-ends,most-recent-qtr,profit-margin,operating-margin,return-on-assets,return-on-equity,revenue,revenue-per-share,quarterly-revenue,gross-profit,ebitda,netincome-avail-to-common,diluted-eps,qtr-earnings-growth,total-cash,total-cash-per-share,total-debt,total-debit-to-equity,current-ratio,book-value,operating-cash-flow,levered-free-cash-flow
ctva,N/A,-5.20%,5.66%,32.78,20.38,27.38,26.83,4.4M,4.3M,748.37M,747.35M,0.16%,83.07%,10.11M,2.14,1.35%,1.35%,13.13M,0.52,2.02%,0.26,1.01%,N/A,163.05%,"Jun 14, 2020","May 13, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",-5.91%,9.16%,N/A,0.39%,14.41B,19.22,16.50%,5.54B,2.34B,179M,-1.28,65.90%,1.97B,2.64,2.61B,10.84,1.60,32.47,681M,N/A
trv,0.89,-26.47%,5.66%,155.09,76.99,114.10,115.33,1.98M,1.29M,252.84M,251.92M,0.29%,84.50%,5.2M,2.2,2.06%,2.05%,4.86M,3.4,3.09%,3.28,2.98%,2.27,35.42%,"Jun 29, 2020","Jun 08, 2020",2:1,"May 11, 1998","Dec 30, 2019","Mar 30, 2020",7.63%,10.15%,1.86%,9.79%,31.82B,123.39,3.10%,7.85B,3.99B,2.41B,9.25,-24.60%,4.58B,18.1,6.93B,27.48,0.39,99.70,5.19B,9.56B
cnc,0.72,16.24%,5.66%,74.70,41.62,64.29,63.03,4.25M,2.91M,579.13M,567.84M,1.90%,81.16%,11.05M,2.94,2.16%,1.91%,9.75M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,N/A,2:1,"Feb 06, 2019","Dec 30, 2019","Mar 30, 2020",1.08%,3.06%,2.99%,4.73%,78.1B,174.97,43.20%,11.93B,3.17B,845M,1.86,-91.20%,10.69B,18.47,18.27B,77.12,1.14,40.66,-73M,1.75B
iex,1.05,-7.23%,5.66%,178.14,104.56,157.21,155.51,506.67k,279.03k,75.39M,75M,0.44%,100.14%,1.4M,2.44,2.09%,1.85%,1.41M,2,1.27%,2.00,1.27%,1.31,36.70%,"Jul 30, 2020","Jul 14, 2020",3:2,"May 21, 2007","Dec 30, 2019","Mar 30, 2020",16.92%,24.05%,9.90%,19.48%,2.47B,32.60,-4.50%,1.13B,671.52M,417.25M,5.45,-7.50%,569.22M,7.55,1.1B,49.16,3.51,29.61,524.16M,376.85M
vfc,0.97,-31.32%,5.66%,100.25,45.07,61.65,68.56,3.06M,2.06M,389.56M,359.79M,7.31%,81.29%,7.61M,2.08,2.18%,1.95%,7.8M,1.92,3.30%,1.90,3.26%,2.39,121.02%,"Jun 21, 2020","Jun 08, 2020",1062:1000,"May 22, 2019","Mar 27, 2020","Mar 27, 2020",6.48%,12.28%,7.49%,16.44%,10.49B,26.53,-14.50%,5.82B,1.56B,629.15M,1.70,N/A,1.37B,3.52,5.21B,155.22,1.66,8.64,874.53M,807.1M
ua,1.19,-64.49%,5.66%,24.55,6.37,8.77,11.49,7.67M,4.88M,231.19M,329.45M,15.29%,74.44%,25.86M,1.94,N/A,4.92%,10.73M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,N/A,1:1,"Jun 19, 2016","Dec 30, 2019","Mar 30, 2020",-10.42%,1.72%,1.16%,-28.89%,4.99B,11.05,-22.80%,2.47B,274.52M,-520.02M,-1.15,N/A,959.32M,2.11,2.24B,144.29,1.70,3.41,232.11M,118.4M
iff,1.06,-13.47%,5.66%,147.20,92.14,128.55,125.51,916.6k,853.48k,106.93M,82.4M,0.30%,104.83%,13.6M,13.77,19.20%,12.72%,14.63M,3,2.45%,2.98,2.44%,1.99,71.12%,"Jul 05, 2020","Jun 23, 2020",3:1,"Jan 19, 1994","Dec 30, 2019","Mar 30, 2020",9.09%,15.58%,3.90%,7.80%,5.19B,46.33,3.80%,2.12B,1.13B,473.99M,4.19,14.50%,433.25M,4.05,4.33B,72.90,1.98,54.56,668.68M,622.88M
whr,1.99,-5.74%,5.66%,163.64,64.00,128.78,124.02,832.99k,690.37k,62.16M,61.5M,0.45%,101.03%,7.69M,9.68,17.19%,12.37%,8.22M,4.8,3.60%,4.80,3.60%,2.85,35.42%,"Jun 14, 2020","May 13, 2020",2:1,"Jan 01, 1987","Dec 30, 2019","Mar 30, 2020",4.33%,6.37%,4.07%,22.63%,19.98B,315.20,-9.10%,3.53B,1.85B,865M,13.55,-67.70%,2.84B,45.64,7.77B,195.33,0.95,49.35,1.31B,1.58B
khc,1.02,5.22%,5.66%,34.00,19.99,31.92,28.99,6.28M,4.49M,1.22B,969.63M,0.68%,105.16%,17.36M,2.54,2.69%,1.42%,15.41M,1.6,5.10%,1.60,5.10%,3.91,102.56%,"Jun 25, 2020","May 27, 2020",N/A,N/A,"Dec 27, 2019","Mar 27, 2020",7.58%,21.08%,3.20%,3.71%,25.17B,20.61,3.30%,8.2B,6.3B,1.91B,1.56,-6.70%,5.4B,4.42,32.78B,64.12,1.48,41.74,3.46B,4.51B
zts,0.77,20.72%,5.66%,146.26,90.14,137.14,131.51,2.04M,1.24M,474.94M,474.26M,0.25%,95.03%,4.36M,2.09,0.92%,0.92%,4.46M,0.8,0.58%,0.69,0.50%,0.63,20.72%,"Aug 31, 2020","Jul 15, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",25.41%,35.30%,12.48%,63.55%,6.34B,13.29,5.40%,4.37B,2.64B,1.61B,3.34,35.60%,1.96B,4.12,6.69B,242.97,2.77,5.80,1.81B,1.16B
wrb,0.82,-15.28%,5.66%,79.92,43.05,58.31,61.06,942.94k,627.9k,178.72M,140.88M,23.77%,74.13%,1.47M,1.4,1.02%,0.82%,2.02M,0.48,0.86%,0.44,0.79%,0.76,17.25%,"Jun 29, 2020","Jun 21, 2020",3:2,"Apr 02, 2019","Dec 30, 2019","Mar 30, 2020",6.39%,9.27%,1.74%,8.80%,7.78B,40.78,-6.50%,3.37B,832.17M,496.8M,2.57,N/A,1.63B,9.13,2.86B,51.56,0.40,30.55,1.22B,950.49M
sbux,0.79,-17.60%,5.66%,99.72,50.02,76.47,78.09,10.92M,7.63M,1.17B,1.13B,0.23%,70.28%,17.44M,1.59,1.49%,1.49%,20.51M,1.64,2.23%,1.59,2.16%,1.69,55.00%,"Aug 20, 2020","Aug 05, 2020",2:1,"Apr 08, 2015","Sep 28, 2019","Mar 28, 2020",12.71%,13.72%,10.13%,N/A,26.66B,22.42,-4.90%,7.49B,5.13B,3.39B,2.82,-50.50%,2.63B,2.25,22.99B,N/A,0.70,-6.45,2.75B,1.22B
mnst,1.05,9.79%,5.66%,73.43,50.06,70.22,65.06,2.32M,1.82M,526.56M,374.33M,9.91%,69.40%,6.91M,2.93,1.86%,1.31%,8.01M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,N/A,3:1,"Nov 09, 2016","Dec 30, 2019","Mar 30, 2020",26.06%,33.82%,19.14%,29.73%,4.32B,7.99,12.30%,2.52B,1.53B,1.13B,2.07,6.60%,935.35M,1.78,30.32M,0.78,2.92,7.35,1.18B,914.88M
etr,0.56,-6.38%,5.66%,135.55,75.19,98.26,107.51,1.37M,987.78k,200.16M,199.48M,0.27%,88.10%,2.02M,1.64,1.15%,1.01%,2.33M,3.72,3.86%,3.68,3.82%,4.19,66.07%,"May 31, 2020","May 05, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",10.33%,17.11%,2.24%,11.24%,10.7B,54.09,-7.00%,4.27B,3.66B,1.11B,5.55,-53.40%,1.46B,7.31,21.4B,204.23,0.66,51.08,2.97B,-2.11B
ftv,1.26,-16.71%,5.66%,82.79,37.31,66.55,66.00,2.27M,1.3M,336.86M,308.27M,10.06%,85.35%,5.61M,2.37,2.22%,1.66%,6.31M,0.28,0.41%,0.28,0.42%,N/A,17.83%,"Jun 25, 2020","May 27, 2020",N/A,N/A,"Dec 30, 2019","Mar 26, 2020",8.28%,15.69%,4.48%,8.55%,7.44B,22.13,7.60%,3.7B,1.63B,534.7M,1.61,-74.50%,1.04B,3.09,6.28B,86.64,1.62,21.50,1.31B,971.5M
cmi,1.15,1.57%,5.66%,186.73,101.03,172.60,159.36,1.31M,1.08M,147.53M,146.74M,0.33%,85.49%,4.87M,3.23,3.31%,3.30%,3.68M,5.24,3.05%,5.07,2.95%,2.96,37.06%,"Jun 03, 2020","May 20, 2020",2:1,"Jan 02, 2008","Dec 30, 2019","Mar 28, 2020",9.34%,10.59%,7.49%,25.40%,22.58B,147.16,-16.50%,5.98B,3.07B,2.11B,13.68,-22.90%,2.03B,13.77,3.84B,47.83,1.40,47.94,3.15B,1.78B
xyl,1.03,-18.80%,5.66%,89.34,54.62,66.44,72.20,1.35M,1.19M,179.92M,179.07M,0.99%,94.07%,4.73M,3.83,2.98%,2.63%,5.14M,1.04,1.56%,0.98,1.47%,1.25,49.25%,"Jun 24, 2020","May 26, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",7.01%,12.31%,5.25%,12.79%,5.14B,28.51,-9.20%,2.05B,889M,360M,1.99,-51.90%,739M,4.11,2.55B,90.25,1.55,15.63,754M,508.38M
mck,0.84,0.21%,5.66%,172.18,112.60,153.51,145.32,1.52M,1.07M,162.12M,161.72M,0.33%,103.44%,2.18M,1.32,1.34%,1.34%,2.52M,1.64,1.16%,1.62,1.15%,0.89,32.46%,"Jun 30, 2020","May 28, 2020",2:1,"Jan 04, 1998","Mar 30, 2020","Mar 30, 2020",0.39%,1.23%,2.94%,13.74%,231.05B,1276.53,11.60%,12.02B,3.76B,906M,4.96,N/A,4.02B,24.81,9.42B,140.37,0.99,31.43,4.37B,3.35B
mmm,0.99,-11.57%,5.66%,187.72,114.04,157.47,154.70,3.47M,1.91M,575.2M,574.51M,0.18%,69.95%,6.09M,1.4,1.06%,1.06%,8.29M,5.88,3.88%,5.79,3.82%,2.72,67.96%,"Jun 11, 2020","May 20, 2020",2:1,"Sep 29, 2003","Dec 30, 2019","Mar 30, 2020",15.37%,21.95%,10.40%,49.92%,32.35B,56.08,2.70%,15.4B,8.76B,4.97B,8.52,45.00%,4.48B,7.78,23.34B,228.64,1.65,17.64,7.23B,4.3B
d,0.43,-5.78%,5.66%,90.89,57.79,82.16,80.73,4.33M,9.81M,839.25M,836.31M,0.28%,72.79%,13.19M,3.24,1.58%,1.57%,13.87M,3.76,5.10%,3.69,5.00%,4.10,172.55%,"Jun 19, 2020","Jun 03, 2020",2:1,"Nov 19, 2007","Dec 30, 2019","Mar 30, 2020",10.27%,29.67%,3.13%,6.01%,17.21B,20.99,16.50%,7.97B,8.11B,1.74B,2.09,N/A,1.2B,1.43,41.3B,126.11,0.63,33.78,5.67B,72.25M
brk-b,0.76,-14.35%,5.66%,231.61,159.50,183.51,197.44,7.11M,5.5M,1.41B,1.34M,0.18%,68.84%,12.42M,1.71,1.04%,0.51%,12.75M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,N/A,50:1,"Jan 20, 2010","Dec 30, 2019","Mar 30, 2020",3.90%,5.72%,1.22%,2.77%,256.69B,157504.42,1.00%,105.48B,24.92B,10.01B,6142.19,N/A,137.26B,84728.78,104.23B,27.78,2.00,229292.47,37.91B,1.75B
are,0.84,10.65%,5.66%,175.74,109.22,160.82,155.28,1.02M,1.57M,126.11M,124.58M,1.31%,100.43%,4.82M,4.96,4.55%,3.82%,5.16M,4.24,2.61%,4.06,2.50%,2.89,188.84%,"Jul 14, 2020","Jun 28, 2020",1:1,"Apr 23, 2006","Dec 30, 2019","Mar 30, 2020",15.62%,27.38%,1.57%,3.09%,1.62B,14.10,21.30%,1.1B,990.41M,244.24M,2.12,-85.50%,445.26M,3.53,7.6B,69.62,3.24,74.99,738.39M,739.56M
jci,1.20,-19.01%,5.66%,44.82,22.78,33.96,34.19,5.6M,4.36M,743.86M,741.83M,0.22%,94.11%,12.46M,2.02,1.89%,1.68%,11.41M,1.04,3.12%,1.04,3.12%,2.81,75.91%,"Jul 16, 2020","Jun 18, 2020",955:1000,"Sep 05, 2016","Sep 29, 2019","Mar 30, 2020",21.80%,8.05%,2.69%,6.47%,23.74B,29.85,-5.80%,7.69B,2.73B,1.12B,6.48,-58.60%,1.01B,1.35,8.16B,42.76,1.05,24.31,1.05B,3.32B
it,1.47,-30.39%,5.66%,171.78,76.91,122.78,126.70,560.05k,472.13k,89.18M,86.21M,3.25%,101.49%,1.32M,2.56,1.73%,1.48%,1.39M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,"Jul 18, 1999",2:1,"Mar 31, 1996","Dec 30, 2019","Mar 30, 2020",6.70%,10.56%,4.19%,32.92%,4.29B,47.89,5.00%,2.69B,646.4M,287.59M,3.16,261.10%,227.85M,2.56,3.2B,359.57,0.70,9.97,585.59M,464.74M
goog,1.06,34.02%,5.66%,1543.83,1013.54,1442.30,1360.09,1.78M,1.57M,336.16M,613.28M,5.75%,70.62%,3.37M,1.9,N/A,0.49%,3.46M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,N/A,10000000:10000000,"Apr 26, 2015","Dec 30, 2019","Mar 30, 2020",20.71%,21.69%,8.71%,17.83%,166.68B,241.39,13.30%,89.96B,48.3B,34.52B,49.57,2.70%,117.23B,171.73,16.8B,8.25,3.66,297.76,53.97B,21.93B
es,0.36,9.89%,5.66%,99.42,60.69,84.03,85.20,1.83M,1.21M,342.54M,335.69M,0.35%,85.40%,9.47M,4.97,3.15%,2.77%,9.31M,2.27,2.68%,2.17,2.57%,3.00,76.23%,"Jun 29, 2020","May 18, 2020",2:1,"Apr 29, 2013","Dec 30, 2019","Mar 30, 2020",11.02%,22.53%,2.96%,7.49%,8.48B,26.12,-1.70%,4.12B,2.82B,935.13M,2.86,8.40%,47.42M,0.14,15.65B,117.12,0.75,39.27,2.05B,-1.35B
apd,0.88,20.00%,5.66%,276.86,167.43,244.50,229.96,1.1M,1.73M,220.86M,220.08M,0.25%,86.04%,2.46M,2.55,1.12%,1.12%,2.79M,5.36,1.97%,4.82,1.77%,2.34,54.65%,"Aug 09, 2020","Jun 29, 2020",1081:1000,"Oct 02, 2016","Sep 29, 2019","Mar 30, 2020",21.66%,25.29%,7.32%,17.33%,8.98B,40.66,1.30%,2.94B,3.42B,1.96B,8.75,13.40%,2.25B,10.2,3.71B,31.61,2.60,51.49,2.92B,388.02M
aiz,0.56,-10.56%,5.66%,142.61,76.27,105.02,113.15,523.06k,433.93k,59.65M,59.01M,0.84%,98.12%,2.65M,4.71,5.07%,4.45%,2.76M,2.52,2.58%,2.46,2.52%,2.11,42.78%,"Jun 15, 2020","Aug 27, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",3.70%,6.28%,0.92%,6.89%,10.05B,163.60,5.30%,934.3M,761.1M,352.9M,5.71,-6.60%,2.26B,37.83,3.82B,70.95,0.60,89.89,1.04B,1.26B
abc,0.62,7.92%,5.66%,103.37,72.06,98.24,90.40,1.32M,873.5k,203.4M,146.12M,27.78%,67.90%,3.66M,2.77,2.51%,1.80%,4.15M,1.68,1.74%,1.62,1.68%,1.68,21.29%,"May 31, 2020","May 14, 2020",2:1,"Jun 15, 2009","Sep 29, 2019","Mar 30, 2020",0.85%,0.99%,2.86%,47.22%,186.16B,898.19,9.50%,4.99B,2.27B,1.58B,7.59,"3,438.90%",3.69B,18.15,4.67B,126.07,0.97,17.66,2.24B,1.07B
rjf,1.37,-19.42%,5.66%,102.45,54.21,71.82,76.00,1.05M,603.67k,137.03M,121.48M,10.70%,73.72%,5.13M,4.25,4.74%,3.74%,4.38M,1.48,2.26%,1.42,2.16%,1.37,21.04%,"Jul 14, 2020","Jun 29, 2020",3:2,"Mar 22, 2006","Sep 29, 2019","Mar 30, 2020",12.19%,15.97%,2.18%,14.49%,7.88B,56.74,3.10%,7.23B,N/A,958M,6.75,-35.20%,15.94B,116.33,3.96B,57.89,4.53,49.70,3.5B,N/A
xray,1.06,-26.47%,5.66%,60.87,31.58,45.14,46.70,2.16M,1.33M,219.08M,218.22M,0.36%,95.95%,5.01M,2.15,2.60%,2.29%,6.03M,0.4,0.97%,0.39,0.94%,0.64,104.73%,"Jul 09, 2020","Jun 24, 2020",2:1,"Jul 17, 2006","Dec 30, 2019","Mar 30, 2020",2.12%,13.45%,3.99%,1.71%,3.96B,17.79,-7.60%,2.19B,851.4M,83.8M,0.38,N/A,235.9M,1.08,1.59B,33.92,2.03,21.39,592.8M,640.48M
dal,1.25,-56.09%,5.66%,63.44,17.51,28.85,37.52,56.66M,28.49M,637.79M,632.65M,0.38%,85.17%,27.18M,0.39,4.28%,4.26%,33.09M,N/A,N/A,1.56,6.07%,2.11,29.00%,"Mar 11, 2020","Feb 18, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",7.76%,11.75%,5.07%,25.74%,45.13B,70.07,-18.00%,12.92B,7.63B,3.5B,5.43,N/A,5.97B,9.4,24.07B,168.22,0.53,22.52,6.84B,-752.5M
mpc,2.23,-33.98%,5.66%,69.65,15.26,37.13,39.47,9.94M,8.6M,650M,646.35M,0.60%,78.82%,25.65M,2.52,3.96%,3.94%,24.08M,2.32,6.79%,2.22,6.66%,3.15,N/A,"Jun 09, 2020","May 18, 2020",2:1,"Jun 10, 2015","Dec 30, 2019","Mar 30, 2020",-5.44%,2.41%,2.00%,-18.99%,121.11B,185.54,-10.60%,13.87B,6.61B,-6.59B,-10.10,N/A,1.69B,2.6,34.19B,106.19,1.16,37.06,7.05B,255.62M
cb,0.72,-15.15%,5.66%,167.74,87.35,127.50,130.15,2.99M,1.7M,451.36M,448.33M,0.53%,90.40%,3.73M,1.06,0.83%,0.83%,4.5M,3.12,2.51%,3.00,2.41%,2.13,37.45%,"Jul 09, 2020","Jun 17, 2020",1:2,"Apr 18, 2006","Dec 30, 2019","Mar 30, 2020",10.79%,13.04%,1.61%,7.01%,33.97B,74.78,-3.40%,8.72B,4.73B,3.67B,8.02,-75.80%,5.1B,11.3,18.43B,35.31,0.35,115.64,6.73B,5.08B
dish,1.76,-23.76%,5.66%,44.66,17.09,33.60,30.40,3.36M,2.52M,285.73M,242.33M,14.37%,84.14%,11.83M,3.24,5.48%,2.26%,11.51M,N/A,N/A,N/A,N/A,N/A,0.00%,"Dec 27, 2012","Dec 11, 2012",2:1,"Mar 22, 2000","Dec 30, 2019","Mar 30, 2020",8.82%,14.98%,3.68%,11.36%,12.84B,26.02,0.90%,4.27B,2.57B,1.13B,2.05,-78.50%,3.39B,6.46,14.29B,116.79,1.00,22.28,2.81B,372.91M
lin,0.73,10.72%,5.66%,227.85,146.71,210.59,197.10,2.02M,2.45M,525.18M,523.5M,0.12%,84.26%,4.16M,1.92,0.79%,0.79%,4.15M,3.85,1.74%,3.59,1.62%,2.19,83.83%,"Jun 16, 2020","Jun 01, 2020",2:1,"Dec 15, 2003","Dec 30, 2019","Mar 30, 2020",8.35%,12.97%,2.58%,4.65%,28.02B,52.13,-3.00%,11.6B,8.23B,2.32B,4.32,10.80%,4.01B,7.64,16.87B,35.72,0.74,85.26,6.4B,4.66B
fls,1.81,-47.59%,5.66%,53.39,18.98,28.29,33.66,1.54M,864.97k,130.13M,129.8M,0.22%,101.17%,3.67M,1.79,4.33%,2.82%,4.61M,0.8,2.93%,0.77,2.82%,1.73,51.84%,"Jul 05, 2020","Jun 17, 2020",3:1,"Jun 23, 2013","Dec 30, 2019","Mar 30, 2020",4.96%,9.69%,4.98%,12.01%,3.95B,30.15,0.50%,1.31B,450.39M,195.8M,1.49,N/A,622.3M,4.78,1.55B,91.96,2.19,12.78,321.52M,310.04M
flir,1.57,-25.62%,5.66%,59.44,23.85,42.49,44.29,2.23M,1.46M,130.84M,129.65M,0.96%,99.19%,1.81M,1.03,1.57%,1.38%,3.05M,0.68,1.70%,0.68,1.70%,1.38,73.91%,"Jun 04, 2020","May 20, 2020",2:1,"Dec 10, 2007","Dec 30, 2019","Mar 30, 2020",6.62%,14.88%,5.56%,6.95%,1.89B,14.07,1.40%,935.4M,392.34M,125.27M,0.92,-75.00%,309.16M,2.36,877.29M,51.47,1.92,13.07,365.73M,323.63M
peg,0.58,-17.13%,5.66%,63.88,34.75,50.53,52.02,2.69M,2.43M,505.62M,504.91M,0.06%,72.25%,7M,2.44,1.39%,1.39%,6.79M,1.96,3.94%,1.90,3.82%,3.50,67.14%,"Jun 29, 2020","Jun 07, 2020",2:1,"Feb 04, 2008","Dec 30, 2019","Mar 30, 2020",14.59%,26.10%,3.42%,9.59%,9.88B,19.60,-6.70%,3.61B,4.01B,1.44B,2.83,-36.00%,799M,1.58,17.04B,111.76,0.72,30.26,3.31B,-425.88M
fmc,1.24,19.29%,5.66%,108.77,56.77,99.60,93.18,784.22k,780.73k,129.45M,128.56M,0.77%,94.20%,1.93M,2.7,1.68%,1.49%,1.89M,1.76,1.80%,1.68,1.72%,1.27,40.10%,"Jul 15, 2020","Jun 28, 2020",1153:1000,"Mar 03, 2019","Dec 30, 2019","Mar 30, 2020",10.02%,23.18%,6.72%,20.00%,4.67B,35.86,4.90%,2.08B,1.23B,547M,3.57,-4.40%,436.2M,3.37,3.97B,146.94,1.82,20.67,437.4M,533.52M
adbe,0.93,50.99%,5.66%,467.21,255.13,416.41,360.59,2.99M,2.65M,479.66M,477.85M,0.29%,89.10%,4.62M,1.44,0.97%,0.96%,4.75M,N/A,N/A,N/A,N/A,N/A,0.00%,N/A,"Mar 23, 2005",2:1,"May 23, 2005","Nov 28, 2019","May 28, 2020",30.71%,31.36%,11.44%,35.55%,12.05B,24.92,14.00%,9.5B,4.35B,3.7B,7.58,73.80%,4.35B,9.07,4.7B,43.17,1.29,22.67,4.81B,3.59B
avgo,0.92,10.79%,5.66%,331.58,155.67,307.67,283.70,2.46M,1.78M,402.18M,389.21M,2.53%,84.85%,4.66M,1.73,1.63%,1.16%,5.3M,13,4.04%,12.40,3.86%,2.24,211.85%,"Jun 29, 2020","Jun 18, 2020",N/A,N/A,"Nov 02, 2019","May 02, 2020",10.97%,16.63%,3.12%,10.88%,22.89B,57.44,4.10%,15.87B,10.11B,2.33B,5.57,-18.50%,9.21B,22.89,46.51B,194.04,2.15,59.56,10.43B,10.56B
so,0.43,-5.13%,5.66%,71.10,41.96,55.12,59.21,5M,3.56M,1.06B,1.05B,0.14%,61.25%,11.96M,2.44,1.13%,1.13%,13.7M,2.56,4.93%,2.48,4.77%,4.59,74.70%,"Jun 07, 2020","May 14, 2020",10000:6109,"Apr 02, 2001","Dec 30, 2019","Mar 30, 2020",16.76%,27.04%,3.05%,11.11%,21.02B,20.01,-7.30%,9.63B,9.11B,3.52B,3.33,-58.30%,2.16B,2.05,49.59B,153.99,0.99,26.26,5.93B,-1.92B
fitb,1.73,-33.87%,5.66%,31.64,11.10,20.41,21.80,8.65M,6.39M,711.91M,708.74M,0.29%,80.02%,12.29M,1.35,1.92%,1.73%,12.5M,1.08,6.21%,0.99,5.69%,2.76,44.00%,"Jul 14, 2020","Jun 28, 2020",3:2,"Jul 16, 2000","Dec 30, 2019","Mar 30, 2020",25.32%,34.57%,1.01%,8.55%,7.04B,9.73,-40.20%,7.89B,N/A,1.67B,2.29,-94.10%,7.82B,10.98,24.87B,N/A,N/A,28.26,1.72B,N/A
hca,1.31,-31.37%,5.66%,151.97,58.38,102.62,116.53,2.75M,1.74M,337.62M,262.73M,21.78%,72.31%,3.92M,1.33,1.47%,1.16%,4.52M,N/A,N/A,1.63,1.73%,N/A,18.54%,"Mar 30, 2020","Feb 27, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",5.90%,13.21%,9.61%,N/A,51.68B,151.98,2.70%,19.3B,9.48B,3.05B,8.79,-44.10%,844M,2.5,36.42B,N/A,1.57,-8.77,8B,2.71B
crm,N/A,N/A,N/A,202.82,115.29,183.7,171.16,6.43M,4.92M,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.86B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
o,0.66,-19.04%,5.66%,84.92,38.00,59.77,63.42,3.22M,1.88M,343.42M,342.67M,0.16%,74.66%,9.46M,2.68,3.71%,2.75%,8.55M,2.8,4.91%,2.74,4.79%,4.23,188.83%,"Jul 14, 2020","Jun 29, 2020",2:1,"Jan 02, 2005","Dec 30, 2019","Mar 30, 2020",30.45%,49.57%,2.78%,5.14%,1.55B,4.79,16.90%,1.4B,1.41B,472.37M,1.46,32.30%,41.8M,0.12,7.73B,74.21,0.89,30.25,1.12B,795.09M
jnj,0.70,5.69%,5.66%,157.00,109.16,143.71,143.79,7.96M,5.53M,2.64B,2.63B,0.08%,70.25%,13.76M,1.77,0.52%,0.52%,16.28M,4.04,2.84%,3.80,2.67%,2.66,59.28%,"Jun 08, 2020","May 21, 2020",2:1,"Jun 12, 2001","Dec 28, 2019","Mar 28, 2020",20.75%,26.06%,8.83%,28.55%,82.73B,31.36,3.30%,54.6B,28.55B,17.17B,6.41,54.60%,18.02B,6.84,27.58B,45.00,1.31,23.28,23.23B,22.63B
fang,2.22,-63.42%,5.66%,111.24,14.55,45.09,52.39,3.42M,2.74M,157.82M,156.86M,0.70%,102.05%,6.53M,2.35,5.47%,4.14%,7.43M,1.5,3.73%,1.12,3.00%,N/A,N/A,"May 20, 2020","May 12, 2020",N/A,N/A,"Dec 30, 2019","Mar 30, 2020",-1.10%,56.21%,5.85%,-0.89%,3.8B,23.49,4.30%,3.1B,3.68B,-42M,-0.26,N/A,149M,0.94,5.7B,39.78,0.95,81.27,3.21B,-1.36B
mkc,0.36,16.28%,5.66%,186.10,112.23,175.24,161.48,722.47k,477.55k,123.94M,130.91M,0.07%,85.06%,2.72M,3.56,N/A,2.04%,3.62M,2.48,1.35%,2.38,1.29%,1.68,42.81%,"Jul 19, 2020","Jul 01, 2020",2:1,"Apr 08, 2002","Nov 29, 2019","May 30, 2020",13.74%,19.06%,6.21%,21.18%,5.43B,40.82,7.60%,2.15B,1.18B,745.9M,5.56,31.10%,185M,1.39,4.43B,120.94,1.02,27.40,988.1M,647.92M
fti,2.24,-72.05%,5.66%,28.57,4.49,7.81,11.35,6.63M,7.82M,449.31M,421.3M,0.70%,90.93%,9.13M,1.01,2.05%,2.04%,9.51M,0.13,1.75%,0.52,7.64%,N/A,N/A,"Apr 07, 2020","Mar 22, 2020",2:1,"Jan 16, 2017","Dec 30, 2019","Mar 30, 2020",-41.77%,7.56%,2.83%,-78.12%,13.63B,30.46,7.50%,2.46B,1.54B,-5.69B,-12.73,N/A,5.09B,11.35,5.3B,128.52,1.14,9.05,755M,515.99M
bwa,1.74,-10.60%,5.66%,46.60,17.00,34.27,31.92,3.35M,2.13M,207.31M,205.48M,0.51%,96.45%,19.24M,5.4,10.49%,9.28%,17.9M,0.68,1.98%,0.68,1.98%,1.53,19.60%,"Jun 14, 2020","May 28, 2020",2:1,"Dec 16, 2013","Dec 30, 2019","Mar 30, 2020",7.24%,11.63%,7.32%,16.50%,9.88B,48.08,-11.20%,2.1B,1.59B,715M,3.47,-19.40%,901M,4.35,1.95B,40.09,1.76,22.79,1.23B,800M
